title,originallink,link,description,pubDate,company
'울주 영어마을' 건축설계안 확정,,https://n.news.naver.com/mnews/article/001/0001796374?sid=101,그룹씨에스종합건축사사무소의 작품을 당선작으로 선정했다고 25일 밝혔다. 당선작은 연면적 1만375.37㎡에... 울주군은 당선작이 공모 작품 중 전체 동선이 가장 우수하고 증축계획 및 건축물의 외형이 서구 스타일과... ,"Thu, 25 Oct 2007 08:34:00 +0900",동선씨에스
"울주군, 영어마을 서구식으로 지어진다",,https://n.news.naver.com/mnews/article/003/0000616274?sid=102,심의위원들은 &quot;그룹씨에스종합건설에서 응모한 작품은 전체 동선이 가장 우수하며 증축계획 및 건축물의 외형이 서구스타일과 흡사해 시설이 완료되면 학생들이 많이 이용할 것&quot;으로 판단했다. 위원들은 &quot;당선작은... ,"Wed, 24 Oct 2007 19:05:00 +0900",동선씨에스
"[신년기획5] 철강업계, 블루오션 해상풍력에 승부수 걸어라",http://www.snmnews.com/news/articleView.html?idxno=546216,http://www.snmnews.com/news/articleView.html?idxno=546216,"SK오션플랜트 ■ 씨에스윈드-군산시, 해상풍력 산업화 기반 조성 업무협약 체결 씨에스윈드는... 해상풍력 발전기를 연결하기 위한 해저케이블인 어레이 케이블은 3-core 절연동선을 사용하며, 터빈의 정격용량이... ","Thu, 02 Jan 2025 10:12:00 +0900",동선씨에스
"노사발전재단 광주중장년내일센터, 기업 디지털 역량 강화 위한 맞춤형...",http://www.fnnews.com/news/202506181433439459,https://n.news.naver.com/mnews/article/014/0005364950?sid=102,노사발전재단 광주중장년내일센터가 지역 기업의 디지털 역량 강화를 위해 오는 20일부터 '디지털 주치의 프로그램'을 운영한다. 이번 사업은 ㈜KTcs 전남디지털배움터와 주식회사 국제 광주디지털배움터가 함께 한다.... ,"Wed, 18 Jun 2025 14:42:00 +0900",노사발전재단
"노사발전재단, 캄보디아 노동법 개선 고위공무원 초청 연수",https://www.yna.co.kr/view/AKR20250616031600530?input=1195m,https://n.news.naver.com/mnews/article/001/0015451093?sid=102,노사발전재단은 16일부터 24일까지 9일간 캄보디아 노동직업훈련부(MLVT) 림 시홍 부차관 등 소속 공무원 9명을 초청해 캄보디아 노동법·제도 개선을 위한 실무 중심 연수 프로그램을 운영한다고 밝혔다. 이 연수는 재단이... ,"Mon, 16 Jun 2025 10:30:00 +0900",노사발전재단
"노사발전재단, 캄보디아에 'K-노동정책' 전수",http://www.edaily.co.kr/news/newspath.asp?newsid=03102886642202704,https://n.news.naver.com/mnews/article/018/0006041726?sid=102,노사발전재단은 16일부터 오는 24일까지 캄보디아 노동직업훈련부 림 시홍 부차관을 포함한 소속 공무원 9명을 초청해 캄보디아 노동법·제도 개선을 위한 실무 중심 연수 프로그램을 운영한다고 17일 밝혔다. 16일 오전... ,"Tue, 17 Jun 2025 10:49:00 +0900",노사발전재단
"노사발전재단, 캄보디아 노동법 개선 고위공무원 초청 연수",https://biz.sbs.co.kr/article_hub/20000240579?division=NAVER,https://n.news.naver.com/mnews/article/374/0000446017?sid=101,노사발전재단이 오는 24일까지 9일간 캄보디아 노동직업훈련부(MLVT) 림 시홍 부차관 등 소속 공무원 9명을 초청해 캄보디아 노동법·제도 개선을 위한 실무 중심 연수 프로그램을 운영한다고 16일 밝혔습니다. 이 연수는... ,"Mon, 16 Jun 2025 13:41:00 +0900",노사발전재단
"노사발전재단, 캄보디아 고위공무원 초청 연수 실시",http://www.metroseoul.co.kr/article/20250616500520,http://www.metroseoul.co.kr/article/20250616500520,노사발전재단. 사진=자료DB 노사발전재단은 16일~24일까지 9일간 캄보디아 노동직업훈련부(MLVT) 림 시홍 부차관을 포함한 소속 공무원 9명을 초청해 캄보디아 노동법·제도 개선을 위한 실무 중심 연수 프로그램을... ,"Mon, 16 Jun 2025 16:50:00 +0900",노사발전재단
"노사발전재단, 캄보디아 노동법 개선 지원 강화",https://www.newspim.com/news/view/20250616000260,https://www.newspim.com/news/view/20250616000260,"노사발전재단은 16일부터 9일간 캄보디아 노동직업훈련부(MLVT) 림 시홍(LIM SUYHONG) 부차관 포함 공무원 9명을 초청, 캄보디아 노동법·제도 개선을 위한 실무 중심 연수 프로그램을 운영한다고 밝혔다. 연수는 재단이... ","Mon, 16 Jun 2025 10:30:00 +0900",노사발전재단
"노사발전재단, 캄보디아 고위공무원 초청 연수 실시",https://www.dailian.co.kr/news/view/1510679/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002968200?sid=102,노사발전재단이 캄보디아 노동 관련 법령과 정책 발전을 지원하기 위해 현지 고위공무원 9명을 초청해 실무 중심 연수 프로그램을 운영한다. 재단은 16일부터 24일까지 9일간 캄보디아 노동직업훈련부(MLVT) 림 시홍(LIM... ,"Mon, 16 Jun 2025 10:30:00 +0900",노사발전재단
"노사발전재단, 캄보디아 노동법 개선 고위공무원 초청 연수",http://www.yonhapnewstv.co.kr/AKR20250616103449971,https://n.news.naver.com/mnews/article/422/0000749865?sid=102,노사발전재단이 오늘(16일)부터 24일까지 9일간 캄보디아 노동직업훈련부(MLVT) 림 시홍 부차관 등 소속 공무원 9명을 초청해 캄보디아 노동법·제도 개선을 위한 실무 중심 연수 프로그램을 운영한다고 밝혔습니다. 이... ,"Mon, 16 Jun 2025 10:35:00 +0900",노사발전재단
"캄보디아 고위공무원 방한…노사발전재단, 노동제도 개선 위한 초청 연...",https://biz.heraldcorp.com/article/10509835?ref=naver,https://n.news.naver.com/mnews/article/016/0002485297?sid=101,번째)과 노사발전재단 류혜영 국제협력팀장(왼쪽에서 아홉 번째) 등 양국 관계자들이 기념촬영을 하고 있다. [노사발전재단 제공] 노사발전재단은 오는 24일까지 9일간 캄보디아 노동직업훈련부 림 시홍 부차관을 비롯한... ,"Mon, 16 Jun 2025 10:30:00 +0900",노사발전재단
"노사발전재단, 캄보디아 고위공무원 초청 연수 실시",https://idsn.co.kr/news/view/1065590889282521,https://idsn.co.kr/news/view/1065590889282521,▲노사발전재단 로고 (사진=노사발전재단 제공) 노사발전재단이 정책자문 성과를 바탕으로 실행 로드맵 수립 및 제도 개선을 위해 협력한다. 노사발전재단이 6월 16일부터 6월 24일까지 9일간 캄보디아 노동직업훈련부 림... ,"Mon, 16 Jun 2025 15:04:00 +0900",노사발전재단
[4일 낙찰/계약 동향] 분당선 대모산입구역 등 2개역 석면 철거 지정폐...,http://www.fintechpost.co.kr/news/articleView.html?idxno=98028,http://www.fintechpost.co.kr/news/articleView.html?idxno=98028,"▲ 낙찰업체 : 주식회사 쉰들러 엘리베이터 대전지점, 계약금액 : 11,520,000(원), 계약명 : 2020년 은하수공원 승강기 유지관리 용역. 계약기관 : 세종특별자치시시설관리공단, 계약일자 : 2019-12-31, 계약방법... ","Sat, 04 Jan 2020 20:00:00 +0900",쉰들러엘리베이터대전지점
"[22일 낙찰/계약 동향] 2020년도 학내정산망 유지보수 계약, 2020년도 영...",http://www.fintechpost.co.kr/news/articleView.html?idxno=101792,http://www.fintechpost.co.kr/news/articleView.html?idxno=101792,"전자계약, 대전용산초등학교 2020학년도 공기청정기 임차 및 유지관리 용역(2차)外 낙찰/계약 동향... ▲ 낙찰업체 : 주식회사 쉰들러 엘리베이터 평택지점, 계약금액 : 3,564,000(원), 계약명 : 평택고등학교 2020학년도... ","Sat, 22 Feb 2020 02:00:00 +0900",쉰들러엘리베이터대전지점
"[8일 낙찰/계약 동향] 2020학년도 정보화기기유지관리 용역, 대전중원초...",http://www.fintechpost.co.kr/news/articleView.html?idxno=103896,http://www.fintechpost.co.kr/news/articleView.html?idxno=103896,"FINTECHPOST 2020학년도 정보화기기유지관리 용역, 대전중원초등학교 학교공간혁신사업 소방 설계용역 계약... ▲ 낙찰업체 : 주식회사 쉰들러 엘리베이터 광주지점, 계약금액 : 7,392,000(원), 계약명 : 전남대학교... ","Sun, 08 Mar 2020 04:00:00 +0900",쉰들러엘리베이터대전지점
"[5일 낙찰/계약 동향] 위례초 2020학년도 학내망유지보수 용역 계약, 202...",http://www.fintechpost.co.kr/news/articleView.html?idxno=103432,http://www.fintechpost.co.kr/news/articleView.html?idxno=103432,"계약기관 : 대전광역시 서구, 계약일자 : 2020-02-25, 계약방법 : 수의계약, 발주처(수요기관) : 대전광역시... ▲ 낙찰업체 : 주식회사 쉰들러 엘리베이터 평택지점, 계약금액 : 1,821,600(원), 계약명 : 2020학년도... ","Thu, 05 Mar 2020 22:00:00 +0900",쉰들러엘리베이터대전지점
"[5일 낙찰/계약 동향] 함월고 방역 및 저수조 청소 용역 계약, 2019~2020년...",http://www.fintechpost.co.kr/news/articleView.html?idxno=103431,http://www.fintechpost.co.kr/news/articleView.html?idxno=103431,"▲ 낙찰업체 : (주)에이디티캡스 안산지점, 계약금액 : 3,192,000(원), 계약명 : 2020학년도 안산호원초등학교... ▲ 낙찰업체 : 주식회사 쉰들러엘리베이터, 계약금액 : 1,188,000(원), 계약명 : 2020학년도 금광초 승강기... ","Thu, 05 Mar 2020 20:00:00 +0900",쉰들러엘리베이터대전지점
"[2일 낙찰/계약 동향] 상률초등학교 2020학년도 음식물처리용역계약, 영...",http://www.fintechpost.co.kr/news/articleView.html?idxno=103186,http://www.fintechpost.co.kr/news/articleView.html?idxno=103186,"▲ 낙찰업체 : 주식회사 쉰들러엘리베이터, 계약금액 : 3,960,000(원), 계약명 : 2020학년도 학교시설물... 계약기관 : 대전광역시교육청 대전광역시서부교육지원청 대덕초등학교, 계약일자 : 2020-02-24, 계약방법... ","Mon, 02 Mar 2020 04:00:00 +0900",쉰들러엘리베이터대전지점
[1일 낙찰/계약 동향] 명진초등학교 공기청정기 임차(병설유치원 포함)...,http://www.fintechpost.co.kr/news/articleView.html?idxno=103176,http://www.fintechpost.co.kr/news/articleView.html?idxno=103176,"2020회계연도 도일초 무인경비시스템 계약을 수의계약 방식으로 (주)에이디티캡스 시화지점... ▲ 낙찰업체 : 주식회사 쉰들러엘리베이터, 계약금액 : 19,668,000(원), 계약명 : 2020년 보성 종합기상탑 리프트 안전관리... ","Sun, 01 Mar 2020 10:56:00 +0900",쉰들러엘리베이터대전지점
"[29일 낙찰/계약 동향] 2020학년도 소용량정수기 유지보수 용역, 폐식용...",http://www.fintechpost.co.kr/news/articleView.html?idxno=102664,http://www.fintechpost.co.kr/news/articleView.html?idxno=102664,"▲ 낙찰업체 : (주)에이디티캡스 송파지점, 계약금액 : 5,676,000(원), 계약명 : 2020학년도 서울잠동초... ▲ 낙찰업체 : 주식회사 쉰들러엘리베이터, 계약금액 : 1,188,000(원), 계약명 : 2020학년도 팔달초 승강기 유지관리... ","Sat, 29 Feb 2020 02:00:00 +0900",쉰들러엘리베이터대전지점
[17일 낙찰/계약 동향] 2020학년도 서울도솔학교 학내망 및 컴퓨터 유지...,http://www.fintechpost.co.kr/news/articleView.html?idxno=101317,http://www.fintechpost.co.kr/news/articleView.html?idxno=101317,"▲ 낙찰업체 : 주식회사 쉰들러 엘리베이터 평택지점, 계약금액 : 1,452,000(원), 계약명 : 동삭초 2020년... ▲ 낙찰업체 : 중도종합사무기, 계약금액 : 7,920,000(원), 계약명 : 2020학년도 대전송촌초등학교 전자복사기 및... ","Mon, 17 Feb 2020 04:00:00 +0900",쉰들러엘리베이터대전지점
[4일 낙찰/계약 동향] 2020년도 교통정보센터 지능형교통체계(ITS) 유지보...,http://www.fintechpost.co.kr/news/articleView.html?idxno=97590,http://www.fintechpost.co.kr/news/articleView.html?idxno=97590,"▲ 낙찰업체 : 주식회사 쉰들러엘리베이터, 계약금액 : 7,980,000(원), 계약명 : 2020년 대구스타디움 승강기... 계약기관 : 대전광역시도시철도공사, 계약일자 : 2019-12-27, 계약방법 : 수의계약, 발주처(수요기관)... ","Sat, 04 Jan 2020 11:00:00 +0900",쉰들러엘리베이터대전지점
"동아제약, '사랑나눔바자회' 수익 1억여원 소외계층 기부",https://www.newsis.com/view/NISX20250619_0003219127,https://n.news.naver.com/mnews/article/003/0013312259?sid=102,동아제약은 지난 18일 동대문구사회복지협의회에서 '제14회 동아제약 사랑나눔 바자회' 수익금 전달식을 가졌다고 19일 밝혔다. 수익금 전달식에는 백상환 동아제약 사장과 박상종 동대문구사회복지협의회 회장 등... ,"Thu, 19 Jun 2025 09:53:00 +0900",동아
"[게시판] 동아제약, 사랑나눔바자회 수익금 1억3천790만원 기부",https://www.yna.co.kr/view/AKR20250619058200017?input=1195m,https://n.news.naver.com/mnews/article/001/0015458135?sid=101,▲ 동아제약은 18일 서울 동대문구 동대문구사회복지협의회에서 '제14회 동아제약 사랑나눔 바자회' 수익금 전달식을 가졌다고 19일 밝혔다. 동아제약은 바자회에 참여한 후원사 수익금까지 합한 1억3천790만 원을... ,"Thu, 19 Jun 2025 10:24:00 +0900",동아
"동아오츠카, '2025 APEC 정상회의' 성공적 개최 위한 업무협약 체결",https://www.news1.kr/industry/distribution/5818493,https://n.news.naver.com/mnews/article/421/0008320148?sid=101,"동아오츠카는 18일 경북도청에서 경상북도, 노벨리스코리아, 동아에코팩과 함께 2025년 아시아태평양경제협력체(APEC) 정상회의의 성공적인 개최와 자원 순환 기반의 지속 가능한 지역경제 성장을 위한 업무협약을... ","Thu, 19 Jun 2025 08:24:00 +0900",동아
"동아오츠카, 먹는샘물 'THE 마신다'로 APEC 공식 협찬",https://news.tf.co.kr/read/economy/2216089.htm,https://n.news.naver.com/mnews/article/629/0000399768?sid=101,"경상북도·노벨리스코리아·동아에코팩과 MOU 체결 지역경제 활성화 및 일자리 창출 등 협력 동아오츠카는 경상북도, 노벨리스코리아, 동아에코팩과 함께 올해 아시아태평양경제협력체(APEC) 정상회의 공동 협력 체계를... ","Thu, 19 Jun 2025 08:44:00 +0900",동아
"동아오츠카, 경상북도와 ‘APEC 정상회의’ 협약",https://biz.heraldcorp.com/article/10512827?ref=naver,https://n.news.naver.com/mnews/article/016/0002487106?sid=101,"노벨리스코리아·동아에코팩과 자원 순환 협력 ‘THE 마신다’ 공식 협찬 음료…순환경제 앞장 박종화(왼쪽부터) 노벨리스코리아 대표, 김학홍 경북도 부지사, 박철호 동아오츠카 대표이사 사장, 안철수 동아에코팩... ","Thu, 19 Jun 2025 09:35:00 +0900",동아
"재수사 한 달 만에 김건희 파일 확보... 조선·동아 &quot;검찰, 4년간 뭐 하다...",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003141501&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,https://n.news.naver.com/mnews/article/047/0002477863?sid=100,"두고 &lt;조선일보&gt;와 &lt;동아일보&gt;가 사설을 통해 검찰을 맹렬하게 비판했습니다. &lt;조선일보&gt; &quot;이러니 검찰... ▲  6월 19일 조선일보,동아일보 사설 일부 내용 ⓒ 임병도 &lt;동아일보&gt; &quot;특검은 검찰 부실 수사 경위도 철저히... ","Thu, 19 Jun 2025 09:19:00 +0900",동아
"동아제약, '사랑나눔바자회' 수익금 1억3790만원 기부",https://daily.hankooki.com/news/articleView.html?idxno=1231622,https://daily.hankooki.com/news/articleView.html?idxno=1231622,"박상종 동대문구사회복지협의회 회장, 백상환 동아제약 사장이 '제14회 동아제약 사랑나눔 바자회' 기부금 전달식에서 기념사진을 촬영하고 있다. 사진=동아제약 제공  동아제약은 지난 18일 서울시 동대문구... ","Thu, 19 Jun 2025 10:30:00 +0900",동아
"동아제약, ‘사랑나눔 바자회’ 수익금 1억3790만원 전액 기부",https://www.sedaily.com/NewsView/2GU4U6VKWR,https://n.news.naver.com/mnews/article/011/0004498819?sid=103,동아제약이 ‘제14회 동아제약 사랑나눔 바자회’를 통해 조성한 수익금 전액을 기부했다고 19일 밝혔다. 동아제약은 이달 18일 동대문구사회복지협의회에서 전달식을 열고 바자회에 참여한 후원사의 수익금을 포함한... ,"Thu, 19 Jun 2025 09:37:00 +0900",동아
"동아제약, ‘사랑나눔바자회’ 수익금 전액 기부",https://biz.newdaily.co.kr/site/data/html/2025/06/19/2025061900117.html,https://biz.newdaily.co.kr/site/data/html/2025/06/19/2025061900117.html,뉴데일리 허재호 기자 = 동아제약은 지난 18일 서울시 동대문구 답십리동에 위치한 동대문구사회복지협의회에서 ‘제14회 동아제약 사랑나눔 바자회’ 수익금 전달식을 가졌다고 19일 밝혔다. 수익금 전달식에는 백상환... ,"Thu, 19 Jun 2025 10:04:00 +0900",동아
"동아제약, '사랑나눔바자회' 수익금 전액 기부",https://www.pharmnews.com/news/articleView.html?idxno=261241,https://www.pharmnews.com/news/articleView.html?idxno=261241,동아제약(대표이사 사장 백상환)은 지난 18일 서울 동대문구 답십리동에 위치한 동대문구사회복지협의회에서 '제14회 동아제약 사랑나눔바자회' 수익금 전달식을 진행했다고 19일 밝혔다. 이날 행사에는 백상환 동아제약... ,"Thu, 19 Jun 2025 10:46:00 +0900",동아
"충남 논산시, 풍산·해원바이오테크 투자 협약",https://www.ccdn.co.kr/news/articleView.html?idxno=961227,https://www.ccdn.co.kr/news/articleView.html?idxno=961227,시에 따르면 (주)풍산에프앤에스와 (주)해원바이오테크가 논산시에 각각 500억 원과 100억 원의 대규모 투자를 결정하고 지난 19일 충남도청에서 열린 협약식을 통해 이를 확정했다. 풍산에프앤에스는 현재 논산시... ,"Tue, 20 Feb 2024 19:28:00 +0900",해원바이오테크
"논산시, 풍산에프앤에스·해원바이오테크서 대규모 투자 확정",http://www.shinailbo.co.kr/news/articleView.html?idxno=1831270,http://www.shinailbo.co.kr/news/articleView.html?idxno=1831270,충남 논산시는 지난 19일 도청에서 열린 협약식을 통해  (주)풍산에프앤에스와 (주)해원바이오테크 두 개 기업에서 각각 500억원과 100억원의 대규모 투자를 확정됐다과 밝혔다. 시는 이뤄낸 이번 대규모 투자는 민선 8기... ,"Tue, 20 Feb 2024 12:50:00 +0900",해원바이오테크
해원바이오테크 '코로나약' 만든다…바이러스 전문가와 공동개발,https://www.hankyung.com/it/article/2022031681061,https://n.news.naver.com/mnews/article/015/0004674619?sid=105,해양 바이오 전문 기업인 해원바이오테크가 아프리카 시장을 겨냥해 코로나19 치료제 개발에 뛰어들었다. 지난해 완공한 신공장을 가동해 해조류·미세조류 기반 원료 공급을 늘리는 가운데 바이러스 치료제... ,"Wed, 16 Mar 2022 15:21:00 +0900",해원바이오테크
[광주·전남 '스타브랜드'를 키우자]㈜해원바이오테크,http://www.kjdaily.com/article.php?aid=1643283810566283156,http://www.kjdaily.com/article.php?aid=1643283810566283156,이 곳 월송리 해변 한적한 곳에 24년째 묵묵히 해양생물을 연구·개발해오며 세계적인 해양생물 전문기업으로 발돋움한 ㈜해원바이오테크(대표 강혜숙)가 있다. 독보적인 기술을 보유하고 거대조류에 속한 갈조류인... ,"Thu, 27 Jan 2022 20:58:00 +0900",해원바이오테크
"㈜해원바이오테크, 3년 내 시가총액 1조 ‘유니콘기업’ 목표",http://www.jndn.com/article.php?aid=1643273169330734023,http://www.jndn.com/article.php?aid=1643273169330734023,"세계 3대 다시마 생산지로 유명한 완도군 금일도 월송리 해변에 있는 해양생물 전문기업 ㈜해원바이오테크(대표 강혜숙)는 갈조류인 다시마, 미역, 톳, 모자반, 곰피로부터 함황다당체인 후코이단을 비롯한 다양한 기능성... ","Thu, 27 Jan 2022 17:50:00 +0900",해원바이오테크
"해원바이오테크, 부천 공장 완공…해외 진출 본격화",http://www.sentv.co.kr/news/view/604668,http://www.sentv.co.kr/news/view/604668,해원바이오테크가 경기도 부천 소재의 공장 건설을 완료함에 따라 피쉬콜라겐 원료 사업을 비롯해 해외 시장진출을 본격적으로 가시화할 예정이다.해원바이오테크는 생명공학 기술을 기반으로 바이오산업 신소재의... ,"Fri, 12 Nov 2021 08:46:00 +0900",해원바이오테크
"해원바이오테크, 추석 특별 기획전 &quot;감사의 마음 전하는 기회&quot;",http://www.newsquest.co.kr/news/articleView.html?idxno=88638,http://www.newsquest.co.kr/news/articleView.html?idxno=88638,해원바이오테크가 다가오는 추석 명절 맞해 특별 기획전을 개최한다. 13일 업체에 따르면 이번 추석 특별 기획전은 오는 26일까지 네이버 스토어 '해원라이프'에서 진행한다. 다양한 가격대(1만~5만원)의 해원바이오테크... ,"Mon, 13 Sep 2021 13:25:00 +0900",해원바이오테크
"해원바이오테크, 추석 특별 기획전 진행",http://www.datanews.co.kr/news/article.html?no=115255,http://www.datanews.co.kr/news/article.html?no=115255,해원바이오테크는 추석을 맞아 선물을 준비하는 이들을 위해 추석 특별 기획전을 진행한다고 13일 밝혔다. 이번 기획전은 ▲해원브레인케어 ▲해원 눈건강혈행개선 케어플러스 ▲해원아이케어 ▲네츄럴에프플러스... ,"Mon, 13 Sep 2021 12:14:00 +0900",해원바이오테크
해원바이오테크 “부천 공장 완공…피쉬콜라겐·펩타이드 원료 사업 진...,https://www.donga.com/news/article/all/20211111/110189145/2,https://n.news.naver.com/mnews/article/020/0003392976?sid=101,"주식회사 해원바이오테크는 피쉬콜라겐 펩타이드의 대량 생산 설비를 갖춘 경기도 부천 공장을 완공했다고 11일 밝혔다. 부천 공장 신설에 따라 피쉬콜라겐 원료 사업에 진출할 예정이며, 이와 함께 누에고치에서 얻는... ","Thu, 11 Nov 2021 09:27:00 +0900",해원바이오테크
㈜해원바이오테크-콩고민주공화국 국립의학연구소 협약,http://www.kjdaily.com/article.php?aid=1648376371570488004,http://www.kjdaily.com/article.php?aid=1648376371570488004,㈜해원바이오테크는 최근 세계적인 바이러스 권위자인 콩고민주공화국 국립의학연구소(INRB)의 무엠베 박사(Prof. Muyembe Tamfum)와 각종 바이러스 치료제 공동연구를 위한 협약을 체결했다고 27일 밝혔다.&lt;사진... ,"Sun, 27 Mar 2022 19:28:00 +0900",해원바이오테크
"[부산 브리핑 모음(6월18일)] 부산항만공사(BPA), 부산항 유통 수입 공(...",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202506172008509000311,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202506172008509000311,"△ 부산항만공사(BPA), 부산항 유통 수입 공(空)컨테이너 실태조사 실시 부산항만공사(BPA, 사장 송상근)는... 장안읍 신기솔밭 쌈지공원(장안읍 기룡리 509-3번지 일원)에서 ‘월남전 참전 유공자 명비’ 건립을 완료했다고... ","Wed, 18 Jun 2025 09:02:00 +0900",신기유통
[유통 브리핑] 코오롱·이랜드·노스페이스,http://www.niceeconomy.co.kr/news/articleView.html?idxno=86687,http://www.niceeconomy.co.kr/news/articleView.html?idxno=86687,이랜드 슈펜 관계자는 &quot;장마와 폭염을 오가는 여름 날씨에 신기 좋은 실용적이면서도 트렌디한 신발들을 준비했다&quot;며 &quot;앞으로도 고객 라이프스타일에 맞는 감각적인 아이템을 합리적인 가격으로 지속 선보일 것... ,"Mon, 16 Jun 2025 17:04:00 +0900",신기유통
구교충 거호유통 대표 거창 신원면에 성품,https://www.idomin.com/news/articleView.html?idxno=918885,https://www.idomin.com/news/articleView.html?idxno=918885,구교충 거호유통 대표가 19일 거창군 신원면을 찾아 나눔 냉장고에 110만 원어치 식품을 기부했다. 구 대표는 신원면 신기마을 출신으로 식품 유통 사업을 운영하며 꾸준한 기부로 이웃들에게 따뜻한 정을 나누고 있다.,"Fri, 23 Aug 2024 00:04:00 +0900",신기유통
"LG전자 베스트샵 인천본점·신기시장 상인회, 상생협력 위한 업무협약 ...",https://www.gokorea.kr/news/articleView.html?idxno=825655,https://www.gokorea.kr/news/articleView.html?idxno=825655,"기쁘고, 신기시장과 함께 지역 경제 활성화에 기여할 수 있게 되어 매우 뜻깊게 생각한다&quot;며, &quot;앞으로 다양한 상생활동을 적극적으로 추진하겠다&quot;고 밝혔다. 이번 업무협약은 전통시장과 가전 유통매장이 상호 보완적... ","Tue, 29 Apr 2025 14:26:00 +0900",신기유통
캡슐커피처럼 향수도 갈아끼워 쓴다...佛서 온 신기방기 향수템,https://www.mk.co.kr/article/11319546,https://n.news.naver.com/mnews/article/024/0000097224?sid=102,"주요 백화점, 프리미엄 편집숍 등 럭셔리 유통 채널을 활용하고, 플래그십 스토어, 팝업 스토어 운영으로 직접 체험 기회를 확대할 것이다. 디지털 채널 마케팅과 함께 ‘향기 구독 서비스’를 빠르게 안착시켜 초기 비용... ","Sat, 17 May 2025 16:57:00 +0900",신기유통
"[유통워치] 유통업계, 신제품 출시·행사·라인업·성장세·시장 진출·...",http://www.newswatch.kr/news/articleView.html?idxno=71482,http://www.newswatch.kr/news/articleView.html?idxno=71482,"유통업계가 신제품 출시·행사·라인업·성장세·시장 진출·시리즈 등 다양한 활동을 선보인다.... 이랜드 슈펜 관계자는 &quot;스커트, 청바지, 슬랙스 등 다양한 아이템과 함께 일상에서 신기 좋은 패턴 디자인의 슬라이드와... ","Thu, 08 May 2025 11:18:00 +0900",신기유통
"문경시, '감홍' 사과 유통시설 확충에 100억 투입",http://andongmbc.co.kr/adboard/NewsView74895,http://andongmbc.co.kr/adboard/NewsView74895,"최근 동문경농협이 산북면에 연간 6천톤 처리 규모의 사과유통센터를 준공한데 이어, 점촌농협이 신기동에 3천 톤 규모의 유통센터를 건립하는 등 문경지역 7개 사과처리시설 확충에 사업비 100억 원이 순차적으로... ","Mon, 07 Apr 2025 09:48:00 +0900",신기유통
"문경사과, 산지유통시설 확충에 총력",http://www.shinailbo.co.kr/news/articleView.html?idxno=2031763,http://www.shinailbo.co.kr/news/articleView.html?idxno=2031763,점촌농협도 신기동에 22억의 사업비로 소규모 유통센터를 건축중에 있어 관할구역 사과생산량 4천5백톤 중 3천톤 정도는 소화가 가능하며 대구경북능금농협도 20억원의 사업비로 마성면에 738㎡의 저온저장고를 준공하여... ,"Thu, 03 Apr 2025 10:56:00 +0900",신기유통
"문경시, 산지유통시설 확충에 총력",http://www.ksmnews.co.kr/news/view.php?idx=532716,http://www.ksmnews.co.kr/news/view.php?idx=532716,점촌농협도 신기동에 22억의 사업비로 소규모 유통센터를 건축중에 있어 관할구역 사과생산량 4천5백톤 중 3천톤 정도는 소화가 가능하며 대구경북능금농협도 20억원의 사업비로 마성면에 738㎡의 저온저장고를 준공하해... ,"Wed, 02 Apr 2025 20:45:00 +0900",신기유통
"문경시, 100억 원 들여 사과 유통시설 확충…'사과 자급 도시' 도약",https://www.kyongbuk.co.kr/news/articleView.html?idxno=4036683,https://www.kyongbuk.co.kr/news/articleView.html?idxno=4036683,점촌농협도 신기동에 22억의 사업비로 소규모 유통센터를 건축중에 있어 관할구역 사과생산량 4500t 중 3000t 정도는 소화가 가능하며 대구경북능금농협도 20억원의 사업비로 마성면에 738㎡의 저온저장고를 준공해... ,"Wed, 02 Apr 2025 20:24:00 +0900",신기유통
[금주의 무역인] 조혜경 엘 아미고 대표,https://weeklytrade.co.kr/news/view.html?section=1&category=5&item=&no=91658,https://weeklytrade.co.kr/news/view.html?section=1&category=5&item=&no=91658,"[사진=엘 아미고]▲엘 아미고의 미로 디자인 펫브러쉬. 마치 미로처럼 한쪽이 뚫려 있어, 빗질이 수월하다. [사진=엘 아미고]●펫브러쉬로 K펫 열풍 만들 것 = 조 대표는 펫 브러쉬의 글로벌 경쟁력에 자신감을 보였다. 조... ","Sat, 18 May 2024 15:54:00 +0900",아미고디자인
"바디프랜드, 콤팩트 사이즈의 쇼파형 안마의자 '아미고' 출시",http://www.wsobi.com/news/articleView.html?idxno=137558,http://www.wsobi.com/news/articleView.html?idxno=137558,"아미고는 감각적인 디자인과 색상 또한 인상적이다. 어느 인테리어에도 자연스럽게 잘 어울리는 디자인을 갖추었으며, 개인 취향에 따라 선택 가능하도록 두가지 세련된 색상(아틀라스화이트, 테라브라운)으로... ","Wed, 15 Sep 2021 21:18:00 +0900",아미고디자인
